year,round,event,circuit,driver_code,driver_number,driver_age,constructor,grid_position,finish_position,position_gain,points_constructor
2020,1,Turkish Grand Prix,Turkish Grand Prix,8,8,34,Haas F1 Team,15,18,-3,100.0
2020,1,Turkish Grand Prix,Turkish Grand Prix,6,6,27,Williams,15,19,-4,100.0
2020,1,Turkish Grand Prix,Turkish Grand Prix,10,10,26,AlphaTauri,10,13,-3,100.0
2020,1,Turkish Grand Prix,Turkish Grand Prix,63,63,33,Williams,12,16,-4,100.0
2020,1,Bahrain Grand Prix,Sakhir,44,44,26,Mercedes,2,1,1,100.0
2020,1,Bahrain Grand Prix,Sakhir,77,77,26,Mercedes,9,8,1,100.0
2020,1,Bahrain Grand Prix,Sakhir,33,33,27,Red Bull Racing,4,2,2,100.0
2020,1,Bahrain Grand Prix,Sakhir,23,23,30,Red Bull Racing,5,3,2,100.0
2020,1,Bahrain Grand Prix,Sakhir,11,11,27,Racing Point,18,18,0,100.0
2020,1,Bahrain Grand Prix,Sakhir,3,3,32,Renault,7,7,0,100.0
2020,1,Bahrain Grand Prix,Sakhir,31,31,24,Renault,9,9,0,100.0
2020,1,Bahrain Grand Prix,Sakhir,10,10,31,AlphaTauri,3,6,-3,100.0
2020,1,Bahrain Grand Prix,Sakhir,4,4,30,McLaren,4,4,0,100.0
2020,1,Bahrain Grand Prix,Sakhir,26,26,25,AlphaTauri,8,11,-3,100.0
2020,1,Bahrain Grand Prix,Sakhir,5,5,31,Ferrari,14,13,1,100.0
2020,1,Bahrain Grand Prix,Sakhir,16,16,24,Ferrari,11,10,1,100.0
2020,1,Bahrain Grand Prix,Sakhir,18,18,34,Racing Point,19,19,0,100.0
2020,1,Bahrain Grand Prix,Sakhir,63,63,35,Williams,8,12,-4,100.0
2020,1,Bahrain Grand Prix,Sakhir,55,55,32,McLaren,5,5,0,100.0
2020,1,Bahrain Grand Prix,Sakhir,99,99,32,Alfa Romeo Racing,12,16,-4,100.0
2020,1,Bahrain Grand Prix,Sakhir,7,7,25,Alfa Romeo Racing,11,15,-4,100.0
2020,1,Bahrain Grand Prix,Sakhir,20,20,30,Haas F1 Team,14,17,-3,100.0
2020,1,Bahrain Grand Prix,Sakhir,8,8,33,Haas F1 Team,17,20,-3,100.0
2020,1,Bahrain Grand Prix,Sakhir,6,6,26,Williams,10,14,-4,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,77,77,30,Mercedes,9,8,1,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,63,63,35,Mercedes,10,9,1,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,33,33,33,Red Bull Racing,21,19,2,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,16,16,32,Ferrari,21,20,1,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,11,11,27,Racing Point,1,1,0,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,26,26,35,AlphaTauri,4,7,-3,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,3,3,24,Renault,5,5,0,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,55,55,25,McLaren,4,4,0,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,10,10,24,AlphaTauri,8,11,-3,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,18,18,35,Racing Point,3,3,0,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,31,31,28,Renault,2,2,0,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,23,23,28,Red Bull Racing,8,6,2,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,5,5,34,Ferrari,13,12,1,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,99,99,30,Alfa Romeo Racing,9,13,-4,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,20,20,32,Haas F1 Team,12,15,-3,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,6,6,32,Williams,14,18,-4,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,89,89,26,Williams,12,16,-4,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,7,7,26,Alfa Romeo Racing,10,14,-4,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,4,4,26,McLaren,10,10,0,100.0
2020,1,Sakhir Grand Prix,Sakhir Grand Prix,51,51,27,Haas F1 Team,14,17,-3,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,33,33,31,Red Bull Racing,3,1,2,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,77,77,29,Mercedes,3,2,1,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,44,44,31,Mercedes,4,3,1,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,4,4,24,McLaren,5,5,0,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,23,23,31,Red Bull Racing,6,4,2,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,55,55,27,McLaren,6,6,0,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,26,26,34,AlphaTauri,8,11,-3,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,18,18,24,Racing Point,10,10,0,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,10,10,31,AlphaTauri,5,8,-3,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,31,31,27,Renault,9,9,0,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,3,3,29,Renault,7,7,0,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,16,16,31,Ferrari,14,13,1,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,5,5,27,Ferrari,15,14,1,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,99,99,26,Alfa Romeo Racing,12,16,-4,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,7,7,32,Alfa Romeo Racing,8,12,-4,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,63,63,26,Williams,11,15,-4,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,51,51,32,Haas F1 Team,16,19,-3,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,6,6,36,Williams,13,17,-4,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,11,11,25,Racing Point,20,20,0,100.0
2020,1,Abu Dhabi Grand Prix,Yas Island,20,20,25,Haas F1 Team,15,18,-3,100.0
2021,1,Bahrain Grand Prix,Sakhir,33,33,25,Red Bull Racing,4,2,2,100.0
2021,1,Bahrain Grand Prix,Sakhir,44,44,29,Mercedes,2,1,1,100.0
2021,1,Bahrain Grand Prix,Sakhir,77,77,26,Mercedes,4,3,1,100.0
2021,1,Bahrain Grand Prix,Sakhir,16,16,36,Ferrari,7,6,1,100.0
2021,1,Bahrain Grand Prix,Sakhir,10,10,32,AlphaTauri,14,17,-3,100.0
2021,1,Bahrain Grand Prix,Sakhir,3,3,27,McLaren,7,7,0,100.0
2021,1,Bahrain Grand Prix,Sakhir,4,4,24,McLaren,4,4,0,100.0
2021,1,Bahrain Grand Prix,Sakhir,55,55,27,Ferrari,9,8,1,100.0
2021,1,Bahrain Grand Prix,Sakhir,14,14,24,Alpine,17,19,-2,100.0
2021,1,Bahrain Grand Prix,Sakhir,18,18,28,Aston Martin,9,10,-1,100.0
2021,1,Bahrain Grand Prix,Sakhir,11,11,27,Red Bull Racing,7,5,2,100.0
2021,1,Bahrain Grand Prix,Sakhir,99,99,31,Alfa Romeo Racing,8,12,-4,100.0
2021,1,Bahrain Grand Prix,Sakhir,22,22,31,AlphaTauri,6,9,-3,100.0
2021,1,Bahrain Grand Prix,Sakhir,7,7,30,Alfa Romeo Racing,7,11,-4,100.0
2021,1,Bahrain Grand Prix,Sakhir,63,63,26,Williams,10,14,-4,100.0
2021,1,Bahrain Grand Prix,Sakhir,31,31,24,Alpine,11,13,-2,100.0
2021,1,Bahrain Grand Prix,Sakhir,6,6,24,Williams,14,18,-4,100.0
2021,1,Bahrain Grand Prix,Sakhir,47,47,35,Haas F1 Team,13,16,-3,100.0
2021,1,Bahrain Grand Prix,Sakhir,9,9,34,Haas F1 Team,17,20,-3,100.0
2021,1,Bahrain Grand Prix,Sakhir,5,5,26,Aston Martin,14,15,-1,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,44,44,29,Mercedes,3,2,1,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,11,11,30,Red Bull Racing,14,12,2,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,33,33,29,Red Bull Racing,3,1,2,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,16,16,29,Ferrari,5,4,1,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,10,10,29,AlphaTauri,5,8,-3,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,3,3,36,McLaren,6,6,0,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,4,4,26,McLaren,3,3,0,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,77,77,29,Mercedes,19,18,1,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,31,31,31,Alpine,8,10,-2,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,18,18,34,Aston Martin,6,7,-1,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,55,55,34,Ferrari,6,5,1,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,63,63,25,Williams,15,19,-4,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,5,5,28,Aston Martin,14,15,-1,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,6,6,24,Williams,16,20,-4,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,14,14,35,Alpine,9,11,-2,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,7,7,24,Alfa Romeo Racing,5,9,-4,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,99,99,28,Alfa Romeo Racing,10,14,-4,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,47,47,35,Haas F1 Team,13,16,-3,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,9,9,36,Haas F1 Team,14,17,-3,100.0
2021,1,Emilia Romagna Grand Prix,Emilia Romagna Grand Prix,22,22,26,AlphaTauri,10,13,-3,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,77,77,27,Mercedes,4,3,1,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,44,44,26,Mercedes,2,1,1,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,33,33,24,Red Bull Racing,4,2,2,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,11,11,24,Red Bull Racing,6,4,2,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,55,55,35,Ferrari,12,11,1,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,31,31,35,Alpine,5,7,-2,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,4,4,36,McLaren,5,5,0,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,16,16,28,Ferrari,7,6,1,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,10,10,29,AlphaTauri,7,10,-3,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,5,5,26,Aston Martin,12,13,-1,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,63,63,35,Williams,12,16,-4,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,99,99,32,Alfa Romeo Racing,8,12,-4,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,14,14,28,Alpine,6,8,-2,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,22,22,31,AlphaTauri,12,15,-3,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,7,7,36,Alfa Romeo Racing,16,20,-4,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,3,3,24,McLaren,9,9,0,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,18,18,28,Aston Martin,13,14,-1,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,6,6,26,Williams,14,18,-4,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,47,47,35,Haas F1 Team,14,17,-3,100.0
2021,1,Portuguese Grand Prix,Portuguese Grand Prix,9,9,24,Haas F1 Team,16,19,-3,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,44,44,27,Mercedes,2,1,1,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,33,33,36,Red Bull Racing,4,2,2,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,77,77,28,Mercedes,4,3,1,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,16,16,30,Ferrari,5,4,1,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,31,31,24,Alpine,7,9,-2,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,55,55,26,Ferrari,8,7,1,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,3,3,25,McLaren,6,6,0,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,11,11,32,Red Bull Racing,7,5,2,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,4,4,33,McLaren,8,8,0,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,14,14,29,Alpine,15,17,-2,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,18,18,33,Aston Martin,10,11,-1,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,10,10,26,AlphaTauri,7,10,-3,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,5,5,31,Aston Martin,12,13,-1,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,99,99,31,Alfa Romeo Racing,11,15,-4,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,63,63,25,Williams,10,14,-4,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,22,22,29,AlphaTauri,17,20,-3,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,7,7,30,Alfa Romeo Racing,8,12,-4,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,47,47,25,Haas F1 Team,15,18,-3,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,6,6,34,Williams,12,16,-4,100.0
2021,1,Spanish Grand Prix,Spanish Grand Prix,9,9,33,Haas F1 Team,16,19,-3,100.0
2021,1,Monaco Grand Prix,Monte Carlo,16,16,25,Ferrari,21,20,1,100.0
2021,1,Monaco Grand Prix,Monte Carlo,33,33,33,Red Bull Racing,3,1,2,100.0
2021,1,Monaco Grand Prix,Monte Carlo,77,77,24,Mercedes,20,19,1,100.0
2021,1,Monaco Grand Prix,Monte Carlo,55,55,31,Ferrari,3,2,1,100.0
2021,1,Monaco Grand Prix,Monte Carlo,4,4,24,McLaren,3,3,0,100.0
2021,1,Monaco Grand Prix,Monte Carlo,10,10,32,AlphaTauri,3,6,-3,100.0
2021,1,Monaco Grand Prix,Monte Carlo,44,44,34,Mercedes,8,7,1,100.0
2021,1,Monaco Grand Prix,Monte Carlo,5,5,29,Aston Martin,4,5,-1,100.0
2021,1,Monaco Grand Prix,Monte Carlo,11,11,30,Red Bull Racing,6,4,2,100.0
2021,1,Monaco Grand Prix,Monte Carlo,99,99,36,Alfa Romeo Racing,6,10,-4,100.0
2021,1,Monaco Grand Prix,Monte Carlo,31,31,33,Alpine,7,9,-2,100.0
2021,1,Monaco Grand Prix,Monte Carlo,3,3,30,McLaren,12,12,0,100.0
2021,1,Monaco Grand Prix,Monte Carlo,18,18,33,Aston Martin,7,8,-1,100.0
2021,1,Monaco Grand Prix,Monte Carlo,7,7,26,Alfa Romeo Racing,7,11,-4,100.0
2021,1,Monaco Grand Prix,Monte Carlo,63,63,25,Williams,10,14,-4,100.0
2021,1,Monaco Grand Prix,Monte Carlo,22,22,32,AlphaTauri,13,16,-3,100.0
2021,1,Monaco Grand Prix,Monte Carlo,14,14,31,Alpine,11,13,-2,100.0
2021,1,Monaco Grand Prix,Monte Carlo,6,6,36,Williams,11,15,-4,100.0
2021,1,Monaco Grand Prix,Monte Carlo,9,9,35,Haas F1 Team,14,17,-3,100.0
2021,1,Monaco Grand Prix,Monte Carlo,47,47,33,Haas F1 Team,15,18,-3,100.0
2021,1,Azerbaijan Grand Prix,Baku,16,16,30,Ferrari,5,4,1,100.0
2021,1,Azerbaijan Grand Prix,Baku,44,44,32,Mercedes,16,15,1,100.0
2021,1,Azerbaijan Grand Prix,Baku,33,33,27,Red Bull Racing,20,18,2,100.0
2021,1,Azerbaijan Grand Prix,Baku,10,10,36,AlphaTauri,1,3,-2,100.0
2021,1,Azerbaijan Grand Prix,Baku,55,55,27,Ferrari,9,8,1,100.0
2021,1,Azerbaijan Grand Prix,Baku,11,11,24,Red Bull Racing,3,1,2,100.0
2021,1,Azerbaijan Grand Prix,Baku,22,22,31,AlphaTauri,4,7,-3,100.0
2021,1,Azerbaijan Grand Prix,Baku,14,14,35,Alpine,4,6,-2,100.0
2021,1,Azerbaijan Grand Prix,Baku,4,4,26,McLaren,5,5,0,100.0
2021,1,Azerbaijan Grand Prix,Baku,77,77,30,Mercedes,13,12,1,100.0
2021,1,Azerbaijan Grand Prix,Baku,5,5,35,Aston Martin,1,2,-1,100.0
2021,1,Azerbaijan Grand Prix,Baku,31,31,25,Alpine,18,20,-2,100.0
2021,1,Azerbaijan Grand Prix,Baku,3,3,25,McLaren,9,9,0,100.0
2021,1,Azerbaijan Grand Prix,Baku,7,7,30,Alfa Romeo Racing,6,10,-4,100.0
2021,1,Azerbaijan Grand Prix,Baku,63,63,29,Williams,13,17,-4,100.0
2021,1,Azerbaijan Grand Prix,Baku,6,6,26,Williams,12,16,-4,100.0
2021,1,Azerbaijan Grand Prix,Baku,47,47,32,Haas F1 Team,10,13,-3,100.0
2021,1,Azerbaijan Grand Prix,Baku,9,9,33,Haas F1 Team,11,14,-3,100.0
2021,1,Azerbaijan Grand Prix,Baku,18,18,36,Aston Martin,18,19,-1,100.0
2021,1,Azerbaijan Grand Prix,Baku,99,99,29,Alfa Romeo Racing,7,11,-4,100.0
2021,1,French Grand Prix,French Grand Prix,33,33,33,Red Bull Racing,3,1,2,100.0
2021,1,French Grand Prix,French Grand Prix,44,44,33,Mercedes,3,2,1,100.0
2021,1,French Grand Prix,French Grand Prix,77,77,29,Mercedes,5,4,1,100.0
2021,1,French Grand Prix,French Grand Prix,11,11,24,Red Bull Racing,5,3,2,100.0
2021,1,French Grand Prix,French Grand Prix,55,55,27,Ferrari,12,11,1,100.0
2021,1,French Grand Prix,French Grand Prix,10,10,33,AlphaTauri,4,7,-3,100.0
2021,1,French Grand Prix,French Grand Prix,16,16,29,Ferrari,17,16,1,100.0
2021,1,French Grand Prix,French Grand Prix,4,4,29,McLaren,5,5,0,100.0
2021,1,French Grand Prix,French Grand Prix,14,14,34,Alpine,6,8,-2,100.0
2021,1,French Grand Prix,French Grand Prix,3,3,35,McLaren,6,6,0,100.0
2021,1,French Grand Prix,French Grand Prix,31,31,28,Alpine,12,14,-2,100.0
2021,1,French Grand Prix,French Grand Prix,5,5,24,Aston Martin,8,9,-1,100.0
2021,1,French Grand Prix,French Grand Prix,99,99,31,Alfa Romeo Racing,11,15,-4,100.0
2021,1,French Grand Prix,French Grand Prix,63,63,28,Williams,8,12,-4,100.0
2021,1,French Grand Prix,French Grand Prix,47,47,35,Haas F1 Team,16,19,-3,100.0
2021,1,French Grand Prix,French Grand Prix,6,6,35,Williams,14,18,-4,100.0
2021,1,French Grand Prix,French Grand Prix,7,7,35,Alfa Romeo Racing,13,17,-4,100.0
2021,1,French Grand Prix,French Grand Prix,9,9,28,Haas F1 Team,17,20,-3,100.0
2021,1,French Grand Prix,French Grand Prix,18,18,30,Aston Martin,9,10,-1,100.0
2021,1,French Grand Prix,French Grand Prix,22,22,27,AlphaTauri,10,13,-3,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,33,33,29,Red Bull Racing,3,1,2,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,44,44,36,Mercedes,3,2,1,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,4,4,27,McLaren,5,5,0,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,11,11,26,Red Bull Racing,6,4,2,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,77,77,30,Mercedes,4,3,1,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,10,10,31,AlphaTauri,17,20,-3,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,16,16,27,Ferrari,8,7,1,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,14,14,36,Alpine,7,9,-2,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,18,18,25,Aston Martin,7,8,-1,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,63,63,35,Williams,15,19,-4,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,22,22,33,AlphaTauri,7,10,-3,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,55,55,26,Ferrari,7,6,1,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,3,3,24,McLaren,13,13,0,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,5,5,31,Aston Martin,11,12,-1,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,99,99,26,Alfa Romeo Racing,11,15,-4,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,6,6,35,Williams,13,17,-4,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,31,31,33,Alpine,12,14,-2,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,7,7,30,Alfa Romeo Racing,7,11,-4,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,47,47,33,Haas F1 Team,13,16,-3,100.0
2021,1,Styrian Grand Prix,Styrian Grand Prix,9,9,28,Haas F1 Team,15,18,-3,100.0
2021,1,Austrian Grand Prix,Spielberg,33,33,33,Red Bull Racing,3,1,2,100.0
2021,1,Austrian Grand Prix,Spielberg,4,4,28,McLaren,3,3,0,100.0
2021,1,Austrian Grand Prix,Spielberg,11,11,30,Red Bull Racing,8,6,2,100.0
2021,1,Austrian Grand Prix,Spielberg,44,44,32,Mercedes,5,4,1,100.0
2021,1,Austrian Grand Prix,Spielberg,77,77,35,Mercedes,3,2,1,100.0
2021,1,Austrian Grand Prix,Spielberg,10,10,28,AlphaTauri,6,9,-3,100.0
2021,1,Austrian Grand Prix,Spielberg,22,22,24,AlphaTauri,9,12,-3,100.0
2021,1,Austrian Grand Prix,Spielberg,63,63,33,Williams,7,11,-4,100.0
2021,1,Austrian Grand Prix,Spielberg,18,18,33,Aston Martin,12,13,-1,100.0
2021,1,Austrian Grand Prix,Spielberg,55,55,24,Ferrari,6,5,1,100.0
2021,1,Austrian Grand Prix,Spielberg,5,5,25,Aston Martin,16,17,-1,100.0
2021,1,Austrian Grand Prix,Spielberg,16,16,29,Ferrari,9,8,1,100.0
2021,1,Austrian Grand Prix,Spielberg,3,3,32,McLaren,7,7,0,100.0
2021,1,Austrian Grand Prix,Spielberg,14,14,31,Alpine,8,10,-2,100.0
2021,1,Austrian Grand Prix,Spielberg,99,99,36,Alfa Romeo Racing,10,14,-4,100.0
2021,1,Austrian Grand Prix,Spielberg,7,7,28,Alfa Romeo Racing,12,16,-4,100.0
2021,1,Austrian Grand Prix,Spielberg,31,31,24,Alpine,18,20,-2,100.0
2021,1,Austrian Grand Prix,Spielberg,6,6,36,Williams,11,15,-4,100.0
2021,1,Austrian Grand Prix,Spielberg,47,47,30,Haas F1 Team,15,18,-3,100.0
2021,1,Austrian Grand Prix,Spielberg,9,9,28,Haas F1 Team,16,19,-3,100.0
2021,1,British Grand Prix,Silverstone,33,33,29,Red Bull Racing,22,20,2,100.0
2021,1,British Grand Prix,Silverstone,44,44,36,Mercedes,2,1,1,100.0
2021,1,British Grand Prix,Silverstone,77,77,30,Mercedes,4,3,1,100.0
2021,1,British Grand Prix,Silverstone,16,16,26,Ferrari,3,2,1,100.0
2021,1,British Grand Prix,Silverstone,4,4,35,McLaren,4,4,0,100.0
2021,1,British Grand Prix,Silverstone,3,3,33,McLaren,5,5,0,100.0
2021,1,British Grand Prix,Silverstone,14,14,26,Alpine,5,7,-2,100.0
2021,1,British Grand Prix,Silverstone,5,5,28,Aston Martin,18,19,-1,100.0
2021,1,British Grand Prix,Silverstone,31,31,29,Alpine,7,9,-2,100.0
2021,1,British Grand Prix,Silverstone,55,55,32,Ferrari,7,6,1,100.0
2021,1,British Grand Prix,Silverstone,10,10,36,AlphaTauri,8,11,-3,100.0
2021,1,British Grand Prix,Silverstone,63,63,35,Williams,8,12,-4,100.0
2021,1,British Grand Prix,Silverstone,7,7,28,Alfa Romeo Racing,11,15,-4,100.0
2021,1,British Grand Prix,Silverstone,18,18,24,Aston Martin,7,8,-1,100.0
2021,1,British Grand Prix,Silverstone,99,99,27,Alfa Romeo Racing,9,13,-4,100.0
2021,1,British Grand Prix,Silverstone,22,22,28,AlphaTauri,7,10,-3,100.0
2021,1,British Grand Prix,Silverstone,6,6,35,Williams,10,14,-4,100.0
2021,1,British Grand Prix,Silverstone,47,47,33,Haas F1 Team,15,18,-3,100.0
2021,1,British Grand Prix,Silverstone,9,9,33,Haas F1 Team,14,17,-3,100.0
2021,1,British Grand Prix,Silverstone,11,11,28,Red Bull Racing,18,16,2,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,44,44,30,Mercedes,4,3,1,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,77,77,27,Mercedes,19,18,1,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,33,33,24,Red Bull Racing,12,10,2,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,11,11,28,Red Bull Racing,19,17,2,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,10,10,30,AlphaTauri,3,6,-3,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,4,4,33,McLaren,16,16,0,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,16,16,33,Ferrari,20,19,1,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,31,31,29,Alpine,1,1,0,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,14,14,28,Alpine,3,5,-2,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,5,5,27,Aston Martin,1,2,-1,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,3,3,25,McLaren,12,12,0,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,18,18,27,Aston Martin,19,20,-1,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,7,7,33,Alfa Romeo Racing,7,11,-4,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,99,99,33,Alfa Romeo Racing,10,14,-4,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,55,55,26,Ferrari,5,4,1,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,22,22,33,AlphaTauri,4,7,-3,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,63,63,24,Williams,5,9,-4,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,6,6,31,Williams,4,8,-4,100.0
2021,1,Hungarian Grand Prix,Hungarian Grand Prix,9,9,28,Haas F1 Team,12,15,-3,100.0
